"materialid","nombre"
"2167139","TRW60x15x1,5_PCF_10305-5_E220 6000"
"2167206","TRW60x20x1,5_ZCF_10305-5_E220 6000"
"2162204","TRW60x30x1,5_PCF_10305-5_E220 6000"
"2167207","TRW60x30x1,5_ZCF_10305-5_E220 6000"
"2167143","TRW60x30x2_PCF_10305-5_E220 6000"
"2130837","TRW60x30x3_HBCF_10219_S275J0H 6000"
"2167146","TRW60x40x1,5_PCF_10305-5_E220 6000"
"2167147","TRW60x40x2_PCF_10305-5_E220 6000"
"2091231","TRW60x40x2_ZCF_10305-5_E220"
"2091234","TRW60x40x2_ZCF_10305-5_E220 6000"
"2080642","TRW60x40x4_HBCF_10219_S275J0H 6000"
"2167150","TRW70x30x1,5_PCF_10305-5_E220 6000"
"2167152","TRW70x40x1,5_PCF_10305-5_E220 6000"
"2167157","TRW80x20x1,5_PCF_10305-5_E220 6000"
"2167159","TRW80x30x1,5_PCF_10305-5_E220 6000"
"2167212","TRW80x40x1,5_ZCF_10305-5_E220 6000"
"2167164","TRW80x40x2_PCF_10305-5_E220 6000"
"2167214","TRW80x40x2_ZCF_10305-5_E220 6000"
"2010163","TRW80x40x3_HBCF_10219_S275J0H 6000"
"2070946","TRW80x40x4_HBCF_10219_S275J0H 6000"
"2167166","TRW80x60x2_PCF_10305-5_E220 6000"
"2080682","TRW80x60x4_HBCF_10219_S275J0H 6000"
"2168713","TSW100x2_PCF_10305-5_E220 6000"
"2168698","TSW100x2_ZCF_10305-5_E220 6000"
"2070955","TSW100x3_HBCF_10219_S275J0H 6000"
"2070959","TSW100x4_HBCF_10219_S275J0H 6000"
"2070962","TSW100x5_HBCF_10219_S275J0H 6000"
"2061600","TSW100x6_HBCF_10219_S275J0H 6000"
"2168703","TSW10x1_CRCF_10305-5_E220 6000"
"2080795","TSW120x4_HBCF_10219_S275J0H 6000"
"2168716","TSW14x1,5_PCF_10305-5_E220 6000"
"2168718","TSW16x1,5_PCF_10305-5_E220 6000"
"2168696","TSW16x1,5_ZCF_10305-5_E220 6000"
"2168705","TSW20x1_CRCF_10305-5_E220 6000"
"2168721","TSW20x1,5_PCF_10305-5_E220 6000"
"2168694","TSW20x1,5_ZCF_10305-5_E220 6000"
"2162092","TSW25x1,5_PCF_10305-5_E220 6000"
"2095012","TSW25x1,5_ZCF_10305-5_E220 6000"
"2162094","TSW30x1,5_PCF_10305-5_E220 6000"
"2095013","TSW30x1,5_ZCF_10305-5_E220 6000"
"2168726","TSW30x2_PCF_10305-5_E220 6000"
"2168728","TSW35x1,5_PCF_10305-5_E220 6000"
"2168691","TSW35x1,5_ZCF_10305-5_E220 6000"
"2168731","TSW40x1,5_PCF_10305-5_E220 6000"
"2168742","TSW40x1,5_ZCF_10305-5_E220 6000"
"2095014","TSW40x2_ZCF_10305-5_E220 6000"
"2056438","TSW40x3_HBCF_10219_S275J0H 6000"
"2081039","TSW40x4_HBCF_10219_S275J0H 6000"
"2094981","TSW45x1,5_PCF_10305-5_E220 6000"
"2168736","TSW50x1,5_PCF_10305-5_E220 6000"
"2168686","TSW50x1,5_ZCF_10305-5_E220 6000"
"2133035","TSW50x2_PCF_10305-5_E220 6000"
"2095015","TSW50x2_ZCF_10305-5_E220 6000"
"2056441","TSW50x3_HBCF_10219_S275J0H 6000"
"2072375","TSW50x4_HBCF_10219_S275J0H 6000"
"2168702","TSW60x1,5_PCF_10305-5_E220 6000"
"2168684","TSW60x1,5_ZCF_10305-5_E220 6000"
"2005641","TSW60x3_HBCF_10219_S275J0H"
"2081076","TSW60x3_HBCF_10219_S275J0H 6000"
"2010451","TSW60x4_HBCF_10219_S275J0H"
"2070986","TSW60x4_HBCF_10219_S275J0H 6000"
"2070989","TSW60x5_HBCF_10219_S275J0H 6000"
"2081089","TSW60x6_HBCF_10219_S275J0H 6000"
"2168738","TSW70x2_PCF_10305-5_E220 6000"
"2005681","TSW70x3_HBCF_10219_S275J0H"
"2057903","TSW70x3_HBCF_10219_S275J0H 6000"
"2070996","TSW70x4_HBCF_10219_S275J0H 6000"
"2168739","TSW80x2_PCF_10305-5_E220 6000"
"2168743","TSW80x2_ZCF_10305-5_E220 6000"
"2063237","TSW80x3_HBCF_10219_S275J0H"
"2071001","TSW80x3_HBCF_10219_S275J0H 6000"
"2050105","TSW80x4_HBCF_10219_S275J0H 6000"
"2071006","TSW80x5_HBCF_10219_S275J0H 6000"
"2061185","TSW80x6_HBCF_10219_S275J0H 6000"
"2005784","TSW90x5_HBCF_10219_S275J0H"
"2071014","TSW90x5_HBCF_10219_S275J0H 6000"
"2161477","U40x20x5_HB_S275JR 6100"
"2161481","U50x25x5_HB_S275JR 6100"
"2061161","UCF30x60x30x3_HB_S235JR 6000"
"2063288","UCF40x80x40x3_HB_S235JR 6000"
"2161613","UCF40x80x40x4_HB_S235JR 7000"
"2061134","UCF50x100x50x3_HB_S235JR 6000"
"2161569","UCF50x100x50x4_HB_S235JR 7000"
"2061131","UCF50x120x50x3_HB_S235JR 6000"
"2188644","UCF50x120x50x3_HB_S275JR"
"2003866","UPN080_HB_Standard"
"2003865","UPN080_HB_Standard 12100"
"2019742","UPN080_HB_Standard 6100"
"2003879","UPN100_HB_Standard"
"2019743","UPN100_HB_Standard 12100"
"2003880","UPN100_HB_Standard 6100"
"2006854","UPN120_HB_Standard"
"2006851","UPN120_HB_Standard 12100"
"2006855","UPN120_HB_Standard 6100"
"2018312","UPN140_HB_Standard"
"2019744","UPN140_HB_Standard 12100"
"2006864","UPN160_HB_Standard"
"2006858","UPN160_HB_Standard 12100"
"2006860","UPN160_HB_Standard 14100"
"2006875","UPN180_HB_Standard"
"2006869","UPN180_HB_Standard 12100"
"2006886","UPN200_HB_Standard"
"2006879","UPN200_HB_Standard 12100"
"2006895","UPN220_HB_Standard"
"2006890","UPN220_HB_Standard 12100"
"2006899","UPN240_HB_Standard 12100"
"2006901","UPN240_HB_Standard 14100"
"2018314","UPN260_HB_Standard"
"2019745","UPN260_HB_Standard 12100"
"2006914","UPN280_HB_Standard"
"2006909","UPN280_HB_Standard 12100"
"2006924","UPN300_HB_Standard"
"2006916","UPN300_HB_Standard 10100"
"2006918","UPN300_HB_Standard 12100"
"2134440","WC1,3_BL_steel-annealed (25Kg)"
"2174375","WC1,5_BL_steel-annealed (25Kg)"
"2177090","WC5,5_HB_K08MO (2500Kg)"
"2168434","WM150x150_10_B500SD_AENOR_2200X6000"
"2168453","WM150x150_5_B500SD_AENOR_2200X6000"
"2168457","WM150x150_6_B500SD_AENOR_2200X6000"
"2168429","WM150x150_8_B500SD_AENOR_2200X6000"
"2177636","WM200x200_4_b500t_AENOR_2200X6000"
"2168445","WM200x200_5_B500SD_AENOR_2200X6000"
"2177639","WM200x200_8_b500t_AENOR_2200X6000"
"2182137","Z CELOSIA 15X47X15X1,5 6M"
